Combination,Perplexity,Early_exaggeration,Initial_momentum,Final_momentum,Theta,tSNE_runtime_min,KL_divergence
"(43.99159663865546, 13.411764705882353, 0.25798319327731095, 0.8201680672268908, 0.74)",43.99159663865546,13.411764705882353,0.25798319327731095,0.8201680672268908,0.74,2.4047284603118895,2.567635701497533
"(109.78991596638654, 21.41176470588235, 0.392436974789916, 0.9949579831932773, 0.62)",109.78991596638654,21.41176470588235,0.392436974789916,0.9949579831932773,0.62,3.051607060432434,3.417302586024779
"(134.1596638655462, 8.941176470588236, 0.19075630252100842, 0.9899159663865547, 0.21)",134.1596638655462,8.941176470588236,0.19075630252100842,0.9899159663865547,0.21,11.495217112700145,3.046410377556962
"(111.00840336134453, 22.352941176470587, 0.4966386554621849, 0.9764705882352941, 0.24)",111.00840336134453,22.352941176470587,0.4966386554621849,0.9764705882352941,0.24,9.945221376419067,2.781308437783708
"(119.5378151260504, 29.176470588235293, 0.2277310924369748, 0.8201680672268908, 0.61)",119.5378151260504,29.176470588235293,0.2277310924369748,0.8201680672268908,0.61,3.2173593997955323,2.13306194376335
"(19.621848739495796, 24.0, 0.2109243697478992, 0.9294117647058824, 0.15)",19.621848739495796,24.0,0.2109243697478992,0.9294117647058824,0.15,17.067765653133392,2.908827889120598
"(42.773109243697476, 10.823529411764707, 0.26134453781512607, 0.8739495798319328, 0.24)",42.773109243697476,10.823529411764707,0.26134453781512607,0.8739495798319328,0.24,9.296126981576284,2.5947833445900077
"(85.42016806722688, 28.235294117647058, 0.1773109243697479, 0.9899159663865547, 0.38)",85.42016806722688,28.235294117647058,0.1773109243697479,0.9899159663865547,0.38,5.435683361689249,3.1769769108676313
"(148.781512605042, 32.0, 0.49327731092436977, 0.907563025210084, 0.27)",148.781512605042,32.0,0.49327731092436977,0.907563025210084,0.27,8.71812207698822,2.052295976795632
"(59.83193277310924, 7.294117647058823, 0.4126050420168067, 0.9294117647058824, 0.2)",59.83193277310924,7.294117647058823,0.4126050420168067,0.9294117647058824,0.2,10.503266056378683,2.460525870895344
"(112.22689075630251, 18.11764705882353, 0.44621848739495806, 0.8689075630252101, 0.35)",112.22689075630251,18.11764705882353,0.44621848739495806,0.8689075630252101,0.35,6.048352305094401,2.178183947572835
"(109.78991596638654, 18.588235294117645, 0.26806722689075635, 0.8403361344537815, 0.71)",109.78991596638654,18.588235294117645,0.26806722689075635,0.8403361344537815,0.71,2.693477503458659,2.169560533227429
"(47.647058823529406, 14.352941176470589, 0.2546218487394958, 0.850420168067227, 0.18)",47.647058823529406,14.352941176470589,0.2546218487394958,0.850420168067227,0.18,13.541867236296335,2.5558064718809934
"(28.15126050420168, 17.176470588235293, 0.2546218487394958, 0.9747899159663865, 0.14)",28.15126050420168,17.176470588235293,0.2546218487394958,0.9747899159663865,0.14,19.666553779443106,3.223064573250994
"(129.28571428571428, 4.470588235294118, 0.13025210084033614, 0.9226890756302522, 0.26)",129.28571428571428,4.470588235294118,0.13025210084033614,0.9226890756302522,0.26,7.559123738606771,2.134381860224826
"(125.63025210084032, 30.588235294117645, 0.40252100840336136, 0.9058823529411765, 0.56)",125.63025210084032,30.588235294117645,0.40252100840336136,0.9058823529411765,0.56,3.5513224800427756,2.12183136716391
"(117.10084033613444, 8.941176470588236, 0.16386554621848742, 0.9596638655462185, 0.56)",117.10084033613444,8.941176470588236,0.16386554621848742,0.9596638655462185,0.56,3.4733997344970704,2.2600153280641226
"(96.38655462184873, 5.411764705882353, 0.13361344537815129, 0.8537815126050421, 0.24)",96.38655462184873,5.411764705882353,0.13361344537815129,0.8537815126050421,0.24,8.490438008308411,2.2517037266608693
"(43.99159663865546, 27.764705882352942, 0.12352941176470589, 0.8168067226890756, 0.34)",43.99159663865546,27.764705882352942,0.12352941176470589,0.8168067226890756,0.34,5.834389754136404,2.5722772421337847
"(75.67226890756302, 24.235294117647058, 0.3722689075630252, 0.957983193277311, 0.77)",75.67226890756302,24.235294117647058,0.3722689075630252,0.957983193277311,0.77,2.3791860500971476,2.4055108971022303
"(112.22689075630251, 15.294117647058822, 0.2949579831932773, 0.8689075630252101, 0.76)",112.22689075630251,15.294117647058822,0.2949579831932773,0.8689075630252101,0.76,2.5373305678367615,2.1615623044273438
"(15.966386554621847, 31.52941176470588, 0.4327731092436975, 0.8554621848739496, 0.57)",15.966386554621847,31.52941176470588,0.4327731092436975,0.8554621848739496,0.57,2.9512789607048036,2.9368864727338533
"(61.05042016806722, 27.058823529411764, 0.23109243697478993, 0.8857142857142858, 0.45)",61.05042016806722,27.058823529411764,0.23109243697478993,0.8857142857142858,0.45,4.207332535584768,2.4622627414230855
"(75.67226890756302, 29.176470588235293, 0.2781512605042017, 0.838655462184874, 0.42)",75.67226890756302,29.176470588235293,0.2781512605042017,0.838655462184874,0.42,4.636701476573944,2.352002025760566
"(146.34453781512605, 28.705882352941178, 0.38235294117647056, 0.8436974789915966, 0.71)",146.34453781512605,28.705882352941178,0.38235294117647056,0.8436974789915966,0.71,2.897014355659485,2.039253642508349
"(92.73109243697478, 31.294117647058822, 0.2008403361344538, 0.9747899159663865, 0.64)",92.73109243697478,31.294117647058822,0.2008403361344538,0.9747899159663865,0.64,2.840585541725159,2.8361869264118234
"(58.613445378151255, 8.470588235294118, 0.12352941176470589, 0.9831932773109244, 0.54)",58.613445378151255,8.470588235294118,0.12352941176470589,0.9831932773109244,0.54,3.1023253202438354,3.1910866511635065
"(57.39495798319327, 14.352941176470589, 0.24789915966386555, 0.9008403361344538, 0.26)",57.39495798319327,14.352941176470589,0.24789915966386555,0.9008403361344538,0.26,8.340826841195424,2.4687179220910505
"(42.773109243697476, 20.235294117647058, 0.4966386554621849, 0.9126050420168067, 0.26)",42.773109243697476,20.235294117647058,0.4966386554621849,0.9126050420168067,0.26,8.601043272018433,2.592329051187674
"(115.88235294117646, 17.176470588235293, 0.2647058823529412, 0.8369747899159664, 0.74)",115.88235294117646,17.176470588235293,0.2647058823529412,0.8369747899159664,0.74,2.6558021982510884,2.1439728911377944
"(125.63025210084032, 29.41176470588235, 0.27142857142857146, 0.892436974789916, 0.73)",125.63025210084032,29.41176470588235,0.27142857142857146,0.892436974789916,0.73,2.6521332542101543,2.125195528900054
"(79.32773109243696, 17.176470588235293, 0.11680672268907563, 0.8453781512605042, 0.97)",79.32773109243696,17.176470588235293,0.11680672268907563,0.8453781512605042,0.97,1.906014617284139,2.3121404051668275
"(131.72268907563023, 24.941176470588236, 0.40588235294117647, 0.9092436974789916, 0.51)",131.72268907563023,24.941176470588236,0.40588235294117647,0.9092436974789916,0.51,3.928862698872884,2.113406197341746
"(130.50420168067225, 24.0, 0.2142857142857143, 0.907563025210084, 0.76)",130.50420168067225,24.0,0.2142857142857143,0.907563025210084,0.76,2.6083008448282876,2.104353680818047
"(106.13445378151259, 25.41176470588235, 0.2983193277310925, 0.9176470588235295, 0.92)",106.13445378151259,25.41176470588235,0.2983193277310925,0.9176470588235295,0.92,2.1063199798266092,2.2065221218424327
"(91.5126050420168, 18.11764705882353, 0.44285714285714284, 0.9378151260504202, 0.17)",91.5126050420168,18.11764705882353,0.44285714285714284,0.9378151260504202,0.17,15.331400867303213,2.29240308299355
"(120.7563025210084, 6.823529411764706, 0.18739495798319328, 0.9882352941176471, 0.38)",120.7563025210084,6.823529411764706,0.18739495798319328,0.9882352941176471,0.38,5.16282286643982,3.108773509189728
"(42.773109243697476, 4.235294117647059, 0.35882352941176476, 0.9394957983193277, 0.39)",42.773109243697476,4.235294117647059,0.35882352941176476,0.9394957983193277,0.39,4.385837789376577,2.587961535823121
"(102.47899159663865, 12.235294117647058, 0.44621848739495806, 0.8050420168067227, 0.41)",102.47899159663865,12.235294117647058,0.44621848739495806,0.8050420168067227,0.41,5.075544154644012,2.2126333630473507
"(132.94117647058823, 31.764705882352942, 0.26134453781512607, 0.973109243697479, 0.36)",132.94117647058823,31.764705882352942,0.26134453781512607,0.973109243697479,0.36,5.793788421154022,2.732713871234151
"(108.57142857142856, 31.52941176470588, 0.48991596638655466, 0.8016806722689076, 0.97)",108.57142857142856,31.52941176470588,0.48991596638655466,0.8016806722689076,0.97,2.0507486343383787,2.167607898572978
"(26.932773109243694, 22.58823529411765, 0.40588235294117647, 0.9613445378151261, 0.33)",26.932773109243694,22.58823529411765,0.40588235294117647,0.9613445378151261,0.33,6.3218252778053285,2.9942585620653697
"(23.277310924369747, 7.0588235294117645, 0.48319327731092443, 0.9445378151260504, 0.63)",23.277310924369747,7.0588235294117645,0.48319327731092443,0.9445378151260504,0.63,2.396436905860901,2.7990768621230426
"(95.16806722689074, 23.058823529411764, 0.1369747899159664, 0.9445378151260504, 0.98)",95.16806722689074,23.058823529411764,0.1369747899159664,0.9445378151260504,0.98,1.959728479385376,2.302337040517928
"(95.16806722689074, 7.294117647058823, 0.22436974789915967, 0.9983193277310924, 0.19)",95.16806722689074,7.294117647058823,0.22436974789915967,0.9983193277310924,0.19,11.073206877708435,3.739612894659811
"(124.41176470588235, 16.0, 0.2546218487394958, 0.892436974789916, 0.66)",124.41176470588235,16.0,0.2546218487394958,0.892436974789916,0.66,2.867138342062632,2.125827116755735
"(70.7983193277311, 30.823529411764707, 0.14705882352941177, 0.8336134453781513, 0.33)",70.7983193277311,30.823529411764707,0.14705882352941177,0.8336134453781513,0.33,6.1728944738705955,2.385851947148133
"(15.966386554621847, 14.352941176470589, 0.18403361344537816, 0.9411764705882353, 0.13)",15.966386554621847,14.352941176470589,0.18403361344537816,0.9411764705882353,0.13,19.625068779786428,2.958046933113561
"(8.655462184873949, 27.764705882352942, 0.33193277310924374, 0.9630252100840336, 0.15)",8.655462184873949,27.764705882352942,0.33193277310924374,0.9630252100840336,0.15,15.889498285452525,3.1969487981750113
"(78.10924369747899, 8.470588235294118, 0.35882352941176476, 0.8016806722689076, 0.95)",78.10924369747899,8.470588235294118,0.35882352941176476,0.8016806722689076,0.95,1.8235129555066427,2.3258354480367185
"(96.38655462184873, 17.647058823529413, 0.3857142857142858, 0.9983193277310924, 0.96)",96.38655462184873,17.647058823529413,0.3857142857142858,0.9983193277310924,0.96,1.9164023598035176,3.5131882942962154
"(90.29411764705881, 16.0, 0.20756302521008405, 0.865546218487395, 0.87)",90.29411764705881,16.0,0.20756302521008405,0.865546218487395,0.87,2.1021359244982403,2.2631290516952465
"(92.73109243697478, 20.941176470588236, 0.15378151260504203, 0.8, 0.33)",92.73109243697478,20.941176470588236,0.15378151260504203,0.8,0.33,6.190137310822805,2.266504531850666
"(126.84873949579831, 11.529411764705882, 0.17058823529411765, 0.8336134453781513, 0.44)",126.84873949579831,11.529411764705882,0.17058823529411765,0.8336134453781513,0.44,4.413275070985159,2.116391113082715
"(22.058823529411764, 25.41176470588235, 0.31848739495798317, 0.8521008403361345, 0.82)",22.058823529411764,25.41176470588235,0.31848739495798317,0.8521008403361345,0.82,1.9324283838272094,2.8357370207894395
"(43.99159663865546, 7.529411764705882, 0.23781512605042018, 0.9798319327731093, 0.91)",43.99159663865546,7.529411764705882,0.23781512605042018,0.9798319327731093,0.91,1.6096567352612814,3.1332404989243594
"(28.15126050420168, 25.647058823529413, 0.2781512605042017, 0.9949579831932773, 0.52)",28.15126050420168,25.647058823529413,0.2781512605042017,0.9949579831932773,0.52,3.249571665128072,3.866535063499563
"(102.47899159663865, 20.705882352941178, 0.15714285714285714, 0.9563025210084034, 0.17)",102.47899159663865,20.705882352941178,0.15714285714285714,0.9563025210084034,0.17,14.87671336332957,2.284520297292273
"(84.2016806722689, 16.705882352941174, 0.23781512605042018, 0.8554621848739496, 0.82)",84.2016806722689,16.705882352941174,0.23781512605042018,0.8554621848739496,0.82,2.1948256214459736,2.2914624441387925
"(111.00840336134453, 4.470588235294118, 0.4294117647058824, 0.9697478991596639, 0.26)",111.00840336134453,4.470588235294118,0.4294117647058824,0.9697478991596639,0.26,7.413407536347707,2.7179076392007344
"(118.31932773109243, 17.176470588235293, 0.473109243697479, 0.8773109243697479, 0.13)",118.31932773109243,17.176470588235293,0.473109243697479,0.8773109243697479,0.13,21.481337666511536,2.153611963179184
"(148.781512605042, 5.647058823529411, 0.38235294117647056, 0.8, 0.95)",148.781512605042,5.647058823529411,0.38235294117647056,0.8,0.95,2.0938978155453998,2.0181980947145064
"(87.85714285714285, 14.823529411764707, 0.31848739495798317, 0.8151260504201681, 0.2)",87.85714285714285,14.823529411764707,0.31848739495798317,0.8151260504201681,0.2,11.88825283050537,2.290676073984386
"(134.1596638655462, 22.823529411764707, 0.46302521008403363, 0.9781512605042018, 0.51)",134.1596638655462,22.823529411764707,0.46302521008403363,0.9781512605042018,0.51,3.983537443478902,2.8233489053284524
"(145.12605042016804, 10.588235294117647, 0.4764705882352941, 0.9546218487394958, 0.51)",145.12605042016804,10.588235294117647,0.4764705882352941,0.9546218487394958,0.51,4.200860329469045,2.1407720173010336
"(64.70588235294117, 10.352941176470587, 0.4361344537815126, 0.8672268907563025, 0.76)",64.70588235294117,10.352941176470587,0.4361344537815126,0.8672268907563025,0.76,2.2698216319084166,2.4124593269843366
"(68.36134453781511, 13.647058823529411, 0.2277310924369748, 0.8218487394957984, 0.48)",68.36134453781511,13.647058823529411,0.2277310924369748,0.8218487394957984,0.48,3.876841751734416,2.390770253767167
"(98.8235294117647, 26.11764705882353, 0.37563025210084033, 0.984873949579832, 0.43)",98.8235294117647,26.11764705882353,0.37563025210084033,0.984873949579832,0.43,4.57099308570226,2.967334352857376
"(93.94957983193277, 24.941176470588236, 0.2277310924369748, 0.9109243697478991, 0.15)",93.94957983193277,24.941176470588236,0.2277310924369748,0.9109243697478991,0.15,17.89008119503657,2.2699972376560957
"(23.277310924369747, 6.823529411764706, 0.4529411764705883, 0.8487394957983194, 0.95)",23.277310924369747,6.823529411764706,0.4529411764705883,0.8487394957983194,0.95,1.4606692949930826,2.8011812611673736
"(59.83193277310924, 26.823529411764707, 0.11008403361344539, 0.934453781512605, 0.24)",59.83193277310924,26.823529411764707,0.11008403361344539,0.934453781512605,0.24,9.35778474410375,2.47259835674914
"(25.71428571428571, 26.352941176470587, 0.26134453781512607, 0.8168067226890756, 0.92)",25.71428571428571,26.352941176470587,0.26134453781512607,0.8168067226890756,0.92,1.7584437171618144,2.7674720012704537
"(63.487394957983184, 24.470588235294116, 0.1369747899159664, 0.8974789915966387, 0.56)",63.487394957983184,24.470588235294116,0.1369747899159664,0.8974789915966387,0.56,3.3048731525739035,2.4292058776397205
"(124.41176470588235, 30.11764705882353, 0.4294117647058824, 0.8403361344537815, 0.74)",124.41176470588235,30.11764705882353,0.4294117647058824,0.8403361344537815,0.74,2.694705816109975,2.1155472093293763
"(41.554621848739494, 25.88235294117647, 0.4294117647058824, 0.8100840336134454, 0.34)",41.554621848739494,25.88235294117647,0.4294117647058824,0.8100840336134454,0.34,6.091685048739115,2.6068044803450263
"(57.39495798319327, 5.647058823529411, 0.2142857142857143, 0.9294117647058824, 0.39)",57.39495798319327,5.647058823529411,0.2142857142857143,0.9294117647058824,0.39,4.4155006567637125,2.480019210059613
"(61.05042016806722, 6.823529411764706, 0.17058823529411765, 0.9966386554621849, 0.99)",61.05042016806722,6.823529411764706,0.17058823529411765,0.9966386554621849,0.99,1.599772870540619,3.636772474244509
"(123.19327731092436, 28.470588235294116, 0.1, 0.8336134453781513, 0.82)",123.19327731092436,28.470588235294116,0.1,0.8336134453781513,0.82,2.3809937040011087,2.1128696883719
"(47.647058823529406, 9.411764705882353, 0.11680672268907563, 0.9092436974789916, 0.79)",47.647058823529406,9.411764705882353,0.11680672268907563,0.9092436974789916,0.79,2.036211546262105,2.5370482619294332
"(6.218487394957983, 30.352941176470587, 0.2042016806722689, 0.9512605042016806, 0.76)",6.218487394957983,30.352941176470587,0.2042016806722689,0.9512605042016806,0.76,1.8898638049761454,3.1793509914126066
"(108.57142857142856, 7.0588235294117645, 0.19075630252100842, 0.9445378151260504, 0.75)",108.57142857142856,7.0588235294117645,0.19075630252100842,0.9445378151260504,0.75,2.4890058875083922,2.2303663536313216
"(46.42857142857142, 5.411764705882353, 0.15714285714285714, 0.9109243697478991, 0.71)",46.42857142857142,5.411764705882353,0.15714285714285714,0.9109243697478991,0.71,2.1254457672437033,2.5442243742585724
"(54.95798319327731, 31.52941176470588, 0.23445378151260507, 0.9882352941176471, 0.32)",54.95798319327731,31.52941176470588,0.23445378151260507,0.9882352941176471,0.32,6.452231132984162,3.1354767274044804
"(33.02521008403361, 20.0, 0.42605042016806727, 0.9159663865546219, 0.97)",33.02521008403361,20.0,0.42605042016806727,0.9159663865546219,0.97,1.7151739597320557,2.695696312227245
"(61.05042016806722, 20.941176470588236, 0.126890756302521, 0.9226890756302522, 0.44)",61.05042016806722,20.941176470588236,0.126890756302521,0.9226890756302522,0.44,4.32720547914505,2.460064755194436
"(69.5798319327731, 18.588235294117645, 0.42268907563025215, 0.8100840336134454, 0.66)",69.5798319327731,18.588235294117645,0.42268907563025215,0.8100840336134454,0.66,2.7492945392926535,2.386131332324249
"(106.13445378151259, 19.764705882352942, 0.12016806722689076, 0.8890756302521009, 0.98)",106.13445378151259,19.764705882352942,0.12016806722689076,0.8890756302521009,0.98,1.994820229212443,2.191736233499526
"(48.86554621848739, 7.294117647058823, 0.40588235294117647, 0.9176470588235295, 0.29)",48.86554621848739,7.294117647058823,0.40588235294117647,0.9176470588235295,0.29,6.4238139390945435,2.534494705457174
"(125.63025210084032, 18.588235294117645, 0.22436974789915967, 0.8991596638655462, 0.22)",125.63025210084032,18.588235294117645,0.22436974789915967,0.8991596638655462,0.22,11.12572501897812,2.124550682025413
"(9.873949579831933, 23.294117647058822, 0.18403361344537816, 0.9025210084033614, 0.65)",9.873949579831933,23.294117647058822,0.18403361344537816,0.9025210084033614,0.65,2.366555655002594,3.1024168756413424
"(76.890756302521, 26.588235294117645, 0.30840336134453783, 0.9411764705882353, 0.97)",76.890756302521,26.588235294117645,0.30840336134453783,0.9411764705882353,0.97,1.9268622597058613,2.3727311996402314
"(93.94957983193277, 28.470588235294116, 0.42605042016806727, 0.9042016806722689, 0.8)",93.94957983193277,28.470588235294116,0.42605042016806727,0.9042016806722689,0.8,2.531658454736074,2.254592102755794
"(26.932773109243694, 4.235294117647059, 0.24453781512605044, 0.9495798319327731, 0.44)",26.932773109243694,4.235294117647059,0.24453781512605044,0.9495798319327731,0.44,3.8159024596214293,2.7511586440555433
"(36.68067226890756, 25.647058823529413, 0.2647058823529412, 0.9008403361344538, 0.26)",36.68067226890756,25.647058823529413,0.2647058823529412,0.9008403361344538,0.26,8.574067656199137,2.6620518995937985
"(131.72268907563023, 16.941176470588236, 0.40588235294117647, 0.8470588235294118, 0.55)",131.72268907563023,16.941176470588236,0.40588235294117647,0.8470588235294118,0.55,3.6514724493026733,2.0894046429463735
"(48.86554621848739, 14.823529411764707, 0.3521008403361344, 0.8605042016806723, 0.84)",48.86554621848739,14.823529411764707,0.3521008403361344,0.8605042016806723,0.84,2.0594948887825013,2.5240936773125817
"(9.873949579831933, 29.88235294117647, 0.2546218487394958, 0.8554621848739496, 0.71)",9.873949579831933,29.88235294117647,0.2546218487394958,0.8554621848739496,0.71,2.1119191368420918,3.107739954823101
"(51.30252100840336, 13.647058823529411, 0.48319327731092443, 0.8957983193277311, 0.96)",51.30252100840336,13.647058823529411,0.48319327731092443,0.8957983193277311,0.96,1.8081217010815938,2.5077832868869443
"(72.01680672268907, 9.647058823529411, 0.41932773109243704, 0.9109243697478991, 0.55)",72.01680672268907,9.647058823529411,0.41932773109243704,0.9109243697478991,0.55,3.3329793214797974,2.3856883111529896
"(79.32773109243696, 31.294117647058822, 0.28823529411764703, 0.8252100840336135, 0.9)",79.32773109243696,31.294117647058822,0.28823529411764703,0.8252100840336135,0.9,2.0902916471163433,2.3120800355309683
"(9.873949579831933, 10.588235294117647, 0.22436974789915967, 0.9378151260504202, 0.3)",9.873949579831933,10.588235294117647,0.22436974789915967,0.9378151260504202,0.3,6.264759918053945,3.0660492881744172
"(12.310924369747898, 15.76470588235294, 0.23781512605042018, 0.9058823529411765, 0.6)",12.310924369747898,15.76470588235294,0.23781512605042018,0.9058823529411765,0.6,2.54995436668396,2.9969006882679654
"(39.11764705882353, 22.11764705882353, 0.23445378151260507, 0.9428571428571428, 0.33)",39.11764705882353,22.11764705882353,0.23445378151260507,0.9428571428571428,0.33,6.373706523577372,2.667004234140215
"(42.773109243697476, 15.76470588235294, 0.3722689075630252, 0.9159663865546219, 0.36)",42.773109243697476,15.76470588235294,0.3722689075630252,0.9159663865546219,0.36,5.499363235632578,2.6028693289727567
"(142.6890756302521, 5.882352941176471, 0.2747899159663866, 0.8016806722689076, 0.75)",142.6890756302521,5.882352941176471,0.2747899159663866,0.8016806722689076,0.75,2.7174153168996176,2.043317154437778
"(42.773109243697476, 28.941176470588236, 0.19747899159663868, 0.8638655462184874, 0.44)",42.773109243697476,28.941176470588236,0.19747899159663868,0.8638655462184874,0.44,4.314301359653473,2.590429201792798
"(7.436974789915967, 23.764705882352942, 0.33865546218487397, 0.8789915966386554, 0.21)",7.436974789915967,23.764705882352942,0.33865546218487397,0.8789915966386554,0.21,10.345177694161732,3.1348105401464528
"(139.03361344537814, 8.470588235294118, 0.4294117647058824, 0.9932773109243698, 0.69)",139.03361344537814,8.470588235294118,0.4294117647058824,0.9932773109243698,0.69,2.8081665794054667,3.247125487114519
"(112.22689075630251, 8.0, 0.21764705882352942, 0.9226890756302522, 0.15)",112.22689075630251,8.0,0.21764705882352942,0.9226890756302522,0.15,17.55071303844452,2.19066750923842
"(48.86554621848739, 9.647058823529411, 0.3521008403361344, 0.9445378151260504, 0.85)",48.86554621848739,9.647058823529411,0.3521008403361344,0.9445378151260504,0.85,1.9413333376248678,2.5387353359812597
"(95.16806722689074, 10.588235294117647, 0.21764705882352942, 0.9478991596638655, 1.0)",95.16806722689074,10.588235294117647,0.21764705882352942,0.9478991596638655,1.0,2.015020263195038,2.3176546659732864
"(96.38655462184873, 25.176470588235293, 0.39579831932773113, 0.8756302521008403, 0.6)",96.38655462184873,25.176470588235293,0.39579831932773113,0.8756302521008403,0.6,3.494118110338847,2.233507596203923
"(128.06722689075627, 15.76470588235294, 0.28823529411764703, 0.9092436974789916, 0.51)",128.06722689075627,15.76470588235294,0.28823529411764703,0.9092436974789916,0.51,4.156382922331492,2.114677601282942
"(51.30252100840336, 16.941176470588236, 0.25126050420168067, 0.946218487394958, 0.52)",51.30252100840336,16.941176470588236,0.25126050420168067,0.946218487394958,0.52,3.7210477391878762,2.5227313049184357
"(69.5798319327731, 24.0, 0.16386554621848742, 0.8537815126050421, 0.76)",69.5798319327731,24.0,0.16386554621848742,0.8537815126050421,0.76,2.5166858275731405,2.3748006289358656
"(146.34453781512605, 32.0, 0.126890756302521, 0.8554621848739496, 0.62)",146.34453781512605,32.0,0.126890756302521,0.8554621848739496,0.62,3.2268333276112875,2.0399229415278164
"(103.69747899159663, 10.823529411764707, 0.40252100840336136, 0.8840336134453781, 0.66)",103.69747899159663,10.823529411764707,0.40252100840336136,0.8840336134453781,0.66,2.906031397978465,2.205143029946697
"(26.932773109243694, 30.11764705882353, 0.21764705882352942, 0.8470588235294118, 0.15)",26.932773109243694,30.11764705882353,0.21764705882352942,0.8470588235294118,0.15,17.644730273882548,2.771289136291628
"(90.29411764705881, 4.470588235294118, 0.31176470588235294, 0.8722689075630252, 0.77)",90.29411764705881,4.470588235294118,0.31176470588235294,0.8722689075630252,0.77,2.1450195709864297,2.2678184380199546
"(39.11764705882353, 12.705882352941176, 0.42268907563025215, 0.9680672268907563, 0.47)",39.11764705882353,12.705882352941176,0.42268907563025215,0.9680672268907563,0.47,3.594811471303304,3.032477823445121
"(33.02521008403361, 10.352941176470587, 0.12352941176470589, 0.9529411764705882, 0.97)",33.02521008403361,10.352941176470587,0.12352941176470589,0.9529411764705882,0.97,1.5995875954627992,2.7242533641853903
"(109.78991596638654, 17.176470588235293, 0.1369747899159664, 0.9226890756302522, 0.62)",109.78991596638654,17.176470588235293,0.1369747899159664,0.9226890756302522,0.62,3.069805908203125,2.1899448592204287
"(68.36134453781511, 29.647058823529413, 0.3420168067226891, 0.823529411764706, 0.66)",68.36134453781511,29.647058823529413,0.3420168067226891,0.823529411764706,0.66,2.776364807287852,2.387548297223857
"(30.588235294117645, 28.0, 0.22436974789915967, 0.9714285714285714, 0.55)",30.588235294117645,28.0,0.22436974789915967,0.9714285714285714,0.55,3.0827250123023986,3.1298396504770585
"(101.26050420168066, 29.41176470588235, 0.46974789915966386, 0.8873949579831933, 0.68)",101.26050420168066,29.41176470588235,0.46974789915966386,0.8873949579831933,0.68,2.75658944050471,2.217674792982315
"(136.5966386554622, 13.411764705882353, 0.49327731092436977, 0.8991596638655462, 0.51)",136.5966386554622,13.411764705882353,0.49327731092436977,0.8991596638655462,0.51,3.91135307153066,2.0827410451673227
"(95.16806722689074, 20.235294117647058, 0.38235294117647056, 0.8689075630252101, 0.14)",95.16806722689074,20.235294117647058,0.38235294117647056,0.8689075630252101,0.14,19.179657649993896,2.256731220198459
"(141.47058823529412, 18.352941176470587, 0.2915966386554622, 0.8857142857142858, 0.94)",141.47058823529412,18.352941176470587,0.2915966386554622,0.8857142857142858,0.94,2.1916501998901365,2.0599705473675414
"(68.36134453781511, 19.294117647058822, 0.4563025210084034, 0.8705882352941177, 0.64)",68.36134453781511,19.294117647058822,0.4563025210084034,0.8705882352941177,0.64,2.7564696153004964,2.3875910413874344
"(25.71428571428571, 29.88235294117647, 0.46974789915966386, 0.9428571428571428, 0.83)",25.71428571428571,29.88235294117647,0.46974789915966386,0.9428571428571428,0.83,1.9456140518188476,2.778193987805345
"(42.773109243697476, 26.352941176470587, 0.4495798319327732, 0.8857142857142858, 0.73)",42.773109243697476,26.352941176470587,0.4495798319327732,0.8857142857142858,0.73,2.302639981110891,2.5844253717265264
"(7.436974789915967, 8.470588235294118, 0.21764705882352942, 0.8302521008403362, 0.49)",7.436974789915967,8.470588235294118,0.21764705882352942,0.8302521008403362,0.49,2.974404549598694,3.1195399347611303
"(118.31932773109243, 31.058823529411764, 0.4294117647058824, 0.8285714285714286, 0.32)",118.31932773109243,31.058823529411764,0.4294117647058824,0.8285714285714286,0.32,6.656398963928223,2.1433499798228386
"(36.68067226890756, 16.705882352941174, 0.32521008403361346, 0.9428571428571428, 0.27)",36.68067226890756,16.705882352941174,0.32521008403361346,0.9428571428571428,0.27,7.82071115175883,2.6821561929053193
"(140.2521008403361, 21.41176470588235, 0.46974789915966386, 0.8369747899159664, 0.96)",140.2521008403361,21.41176470588235,0.46974789915966386,0.8369747899159664,0.96,2.1402926683425902,2.044936345263542
"(20.84033613445378, 26.11764705882353, 0.14705882352941177, 0.919327731092437, 0.39)",20.84033613445378,26.11764705882353,0.14705882352941177,0.919327731092437,0.39,4.619622659683228,2.8651346123989843
"(143.90756302521007, 29.41176470588235, 0.3453781512605042, 0.9781512605042018, 0.92)",143.90756302521007,29.41176470588235,0.3453781512605042,0.9781512605042018,0.92,2.188111205895742,2.7021008091996688
"(126.84873949579831, 6.588235294117647, 0.31512605042016806, 0.8537815126050421, 0.55)",126.84873949579831,6.588235294117647,0.31512605042016806,0.8537815126050421,0.55,3.3581690986951194,2.110902058226154
"(30.588235294117645, 21.41176470588235, 0.32184873949579834, 0.934453781512605, 0.22)",30.588235294117645,21.41176470588235,0.32184873949579834,0.934453781512605,0.22,10.27548943758011,2.7543608610355257
"(42.773109243697476, 24.235294117647058, 0.32184873949579834, 0.8285714285714286, 0.27)",42.773109243697476,24.235294117647058,0.32184873949579834,0.8285714285714286,0.27,7.911345716317495,2.5877333123669626
"(13.529411764705882, 26.11764705882353, 0.3689075630252101, 0.9445378151260504, 0.17)",13.529411764705882,26.11764705882353,0.3689075630252101,0.9445378151260504,0.17,13.783769448598227,3.018325497073917
