Pipeline_index,Combination,Perplexity,Early_exaggeration,Initial_momentum,Final_momentum,Theta,tSNE_runtime_min,Affinity_runtime_min,KL_divergence
pipeline_430,"(45, 18, 0.1, 0.8, 0.5)",45,18,0.1,0.8,0.8,20.355701303482057,10.829813655217489,3.0783508684502827
pipeline_431,"(45, 18, 0.1, 0.8, 0.75)",45,18,0.1,0.8,0.8,11.28620305856069,10.829813655217489,3.079101694307056
pipeline_432,"(45, 18, 0.1, 0.8, 1.0)",45,18,0.1,0.8,0.8,7.680388935407003,10.829813655217489,3.1021767500536725
pipeline_433,"(45, 18, 0.1, 0.9, 0.25)",45,18,0.1,0.9,0.9,60.16374481121699,10.829813655217489,3.077135917320158
pipeline_434,"(45, 18, 0.1, 0.9, 0.5)",45,18,0.1,0.9,0.9,20.369271516799927,10.829813655217489,3.0783508684502827
pipeline_435,"(45, 18, 0.1, 0.9, 0.75)",45,18,0.1,0.9,0.9,11.269759261608124,10.829813655217489,3.079101694307056
pipeline_436,"(45, 18, 0.1, 0.9, 1.0)",45,18,0.1,0.9,0.9,7.698744606971741,10.829813655217489,3.1021767500536725
pipeline_437,"(45, 18, 0.1, 1.0, 0.25)",45,18,0.1,1.0,1.0,59.45647548437118,10.829813655217489,3.0766474262005037
pipeline_438,"(45, 18, 0.1, 1.0, 0.5)",45,18,0.1,1.0,1.0,20.372981894016267,10.829813655217489,3.0783508684502827
pipeline_439,"(45, 18, 0.1, 1.0, 0.75)",45,18,0.1,1.0,1.0,11.263370533784231,10.829813655217489,3.079101694307056
pipeline_440,"(45, 18, 0.1, 1.0, 1.0)",45,18,0.1,1.0,1.0,7.702970071633657,10.829813655217489,3.1021767500536725
pipeline_441,"(45, 18, 0.3, 0.8, 0.25)",45,18,0.3,0.8,0.8,60.07964170773824,10.829813655217489,3.084408487279415
pipeline_442,"(45, 18, 0.3, 0.8, 0.5)",45,18,0.3,0.8,0.8,20.36303316752116,10.829813655217489,3.0783508684502827
pipeline_443,"(45, 18, 0.3, 0.8, 0.75)",45,18,0.3,0.8,0.8,11.290288956960042,10.829813655217489,3.079101694307056
pipeline_444,"(45, 18, 0.3, 0.8, 1.0)",45,18,0.3,0.8,0.8,7.68249341249466,10.829813655217489,3.1021767500536725
pipeline_445,"(45, 18, 0.3, 0.9, 0.25)",45,18,0.3,0.9,0.9,60.53151008288066,10.829813655217489,3.084408487279415
pipeline_446,"(45, 18, 0.3, 0.9, 0.5)",45,18,0.3,0.9,0.9,20.330310491720834,10.829813655217489,3.0783508684502827
pipeline_447,"(45, 18, 0.3, 0.9, 0.75)",45,18,0.3,0.9,0.9,11.276631240049998,10.829813655217489,3.079101694307056
pipeline_448,"(45, 18, 0.3, 0.9, 1.0)",45,18,0.3,0.9,0.9,7.703145980834961,10.829813655217489,3.1021767500536725
pipeline_449,"(45, 18, 0.3, 1.0, 0.25)",45,18,0.3,1.0,1.0,59.57181127071381,10.829813655217489,3.084408487279415
pipeline_450,"(45, 18, 0.3, 1.0, 0.5)",45,18,0.3,1.0,1.0,20.439362649122874,10.829813655217489,3.0783508684502827
pipeline_451,"(45, 18, 0.3, 1.0, 0.75)",45,18,0.3,1.0,1.0,11.304442437489827,10.829813655217489,3.079101694307056
pipeline_452,"(45, 18, 0.3, 1.0, 1.0)",45,18,0.3,1.0,1.0,7.724000147978464,10.829813655217489,3.1021767500536725
pipeline_453,"(45, 18, 0.5, 0.8, 0.25)",45,18,0.5,0.8,0.8,59.469571419556935,10.829813655217489,3.084408487279415
pipeline_454,"(45, 18, 0.5, 0.8, 0.5)",45,18,0.5,0.8,0.8,20.384740539391835,10.829813655217489,3.0783508684502827
pipeline_455,"(45, 18, 0.5, 0.8, 0.75)",45,18,0.5,0.8,0.8,11.258607486883799,10.829813655217489,3.079101694307056
pipeline_456,"(45, 18, 0.5, 0.8, 1.0)",45,18,0.5,0.8,0.8,7.812145980199178,127.5535536289215,3.105486051591763
pipeline_457,"(45, 18, 0.5, 0.9, 0.25)",45,18,0.5,0.9,0.9,59.40107710758845,10.829813655217489,3.084408487279415
pipeline_458,"(45, 18, 0.5, 0.9, 0.5)",45,18,0.5,0.9,0.9,20.403106311957043,10.829813655217489,3.0783508684502827
pipeline_459,"(45, 18, 0.5, 0.9, 0.75)",45,18,0.5,0.9,0.9,11.274196847279866,10.829813655217489,3.079101694307056
pipeline_460,"(45, 18, 0.5, 0.9, 1.0)",45,18,0.5,0.9,0.9,7.818152705828349,127.5535536289215,3.1102498498798745
pipeline_461,"(45, 18, 0.5, 1.0, 0.25)",45,18,0.5,1.0,1.0,59.39684190352758,10.829813655217489,3.084408487279415
pipeline_462,"(45, 18, 0.5, 1.0, 0.5)",45,18,0.5,1.0,1.0,20.352064414819083,10.829813655217489,3.0783508684502827
pipeline_463,"(45, 18, 0.5, 1.0, 0.75)",45,18,0.5,1.0,1.0,11.268182933330536,10.829813655217489,3.079101694307056
pipeline_464,"(45, 18, 0.5, 1.0, 1.0)",45,18,0.5,1.0,1.0,7.717920855681101,127.5535536289215,3.101801727986137
pipeline_465,"(45, 25, 0.1, 0.8, 0.25)",45,25,0.1,0.8,0.8,62.691098121802014,127.5535536289215,3.0799079987399587
pipeline_466,"(45, 25, 0.1, 0.8, 0.5)",45,25,0.1,0.8,0.8,21.235302118460336,127.5535536289215,3.078377214598783
pipeline_467,"(45, 25, 0.1, 0.8, 0.75)",45,25,0.1,0.8,0.8,11.55644595225652,127.5535536289215,3.0866328974883714
pipeline_468,"(45, 25, 0.1, 0.8, 1.0)",45,25,0.1,0.8,0.8,8.031499636173248,127.5535536289215,3.1191579364151405
pipeline_469,"(45, 25, 0.1, 0.9, 0.25)",45,25,0.1,0.9,0.9,62.24798098007838,127.5535536289215,3.085448119777835
pipeline_470,"(45, 25, 0.1, 0.9, 0.5)",45,25,0.1,0.9,0.9,21.116829466819762,127.5535536289215,3.078377214598783
pipeline_471,"(45, 25, 0.1, 0.9, 0.75)",45,25,0.1,0.9,0.9,11.564872284730276,127.5535536289215,3.0866328974883714
pipeline_472,"(45, 25, 0.1, 0.9, 1.0)",45,25,0.1,0.9,0.9,8.028452889124553,127.5535536289215,3.1191579364151405
pipeline_473,"(45, 25, 0.1, 1.0, 0.25)",45,25,0.1,1.0,1.0,62.05437907377879,127.5535536289215,3.085448119777835
pipeline_474,"(45, 25, 0.1, 1.0, 0.5)",45,25,0.1,1.0,1.0,21.127502461274464,127.5535536289215,3.078377214598783
pipeline_475,"(45, 25, 0.1, 1.0, 0.75)",45,25,0.1,1.0,1.0,11.612935169537861,127.5535536289215,3.0866328974883714
pipeline_476,"(45, 25, 0.1, 1.0, 1.0)",45,25,0.1,1.0,1.0,8.001402803262074,127.5535536289215,3.1191579364151405
pipeline_477,"(45, 25, 0.3, 0.8, 0.25)",45,25,0.3,0.8,0.8,61.98205429315567,127.5535536289215,3.085448119777835
pipeline_478,"(45, 25, 0.3, 0.8, 0.5)",45,25,0.3,0.8,0.8,21.136849292119344,127.5535536289215,3.078377214598783
pipeline_479,"(45, 25, 0.3, 0.8, 0.75)",45,25,0.3,0.8,0.8,11.615384058157604,127.5535536289215,3.0866328974883714
pipeline_480,"(45, 25, 0.3, 0.8, 1.0)",45,25,0.3,0.8,0.8,7.995641835530599,127.5535536289215,3.1191579364151405
pipeline_481,"(45, 25, 0.3, 0.9, 0.25)",45,25,0.3,0.9,0.9,61.92162596782048,127.5535536289215,3.085448119777835
pipeline_482,"(45, 25, 0.3, 0.9, 0.5)",45,25,0.3,0.9,0.9,21.194494704405468,127.5535536289215,3.078377214598783
pipeline_483,"(45, 25, 0.3, 0.9, 0.75)",45,25,0.3,0.9,0.9,11.59659892320633,127.5535536289215,3.0866328974883714
pipeline_484,"(45, 25, 0.3, 0.9, 1.0)",45,25,0.3,0.9,0.9,8.052970111370087,127.5535536289215,3.1191579364151405
pipeline_485,"(45, 25, 0.3, 1.0, 0.25)",45,25,0.3,1.0,1.0,62.06430054505666,127.5535536289215,3.085448119777835
pipeline_486,"(45, 25, 0.3, 1.0, 0.5)",45,25,0.3,1.0,1.0,21.181130003929137,127.5535536289215,3.078377214598783
pipeline_487,"(45, 25, 0.3, 1.0, 0.75)",45,25,0.3,1.0,1.0,11.537617659568786,127.5535536289215,3.0866328974883714
pipeline_488,"(45, 25, 0.3, 1.0, 1.0)",45,25,0.3,1.0,1.0,8.036272446314493,127.5535536289215,3.1191579364151405
pipeline_489,"(45, 25, 0.5, 0.8, 0.25)",45,25,0.5,0.8,0.8,62.20563938617706,127.5535536289215,3.085448119777835
pipeline_490,"(45, 25, 0.5, 0.8, 0.5)",45,25,0.5,0.8,0.8,21.13140750726064,127.5535536289215,3.078377214598783
pipeline_491,"(45, 25, 0.5, 0.8, 0.75)",45,25,0.5,0.8,0.8,11.60979077021281,127.5535536289215,3.0866328974883714
pipeline_492,"(45, 25, 0.5, 0.8, 1.0)",45,25,0.5,0.8,0.8,8.022328102588654,127.5535536289215,3.1191579364151405
pipeline_493,"(45, 25, 0.5, 0.9, 0.25)",45,25,0.5,0.9,0.9,62.2308847784996,127.5535536289215,3.085448119777835
pipeline_494,"(45, 25, 0.5, 0.9, 0.5)",45,25,0.5,0.9,0.9,21.00219843387604,127.5535536289215,3.078377214598783
pipeline_495,"(45, 25, 0.5, 0.9, 0.75)",45,25,0.5,0.9,0.9,11.574727435906729,127.5535536289215,3.0866328974883714
pipeline_496,"(45, 25, 0.5, 0.9, 1.0)",45,25,0.5,0.9,0.9,7.977269395192464,127.5535536289215,3.1191579364151405
pipeline_497,"(45, 25, 0.5, 1.0, 0.25)",45,25,0.5,1.0,1.0,62.15446310838063,127.5535536289215,3.085448119777835
pipeline_498,"(45, 25, 0.5, 1.0, 0.5)",45,25,0.5,1.0,1.0,21.099219711621604,127.5535536289215,3.078377214598783
pipeline_499,"(45, 25, 0.5, 1.0, 0.75)",45,25,0.5,1.0,1.0,11.568538562456768,127.5535536289215,3.0866328974883714
pipeline_500,"(45, 25, 0.5, 1.0, 1.0)",45,25,0.5,1.0,1.0,7.999106045564016,127.5535536289215,3.1191579364151405
pipeline_501,"(45, 32, 0.1, 0.8, 0.25)",45,32,0.1,0.8,0.8,62.97540259361267,127.5535536289215,3.0904781259316767
pipeline_502,"(45, 32, 0.1, 0.9, 0.25)",45,32,0.1,0.9,0.9,62.983167672157286,127.5535536289215,3.0904781259316767
pipeline_503,"(45, 32, 0.1, 1.0, 0.25)",45,32,0.1,1.0,1.0,63.89025417168935,127.5535536289215,3.0904781259316767
pipeline_504,"(45, 32, 0.3, 0.8, 0.25)",45,32,0.3,0.8,0.8,63.29139985243479,127.5535536289215,3.0904781259316767
pipeline_505,"(45, 32, 0.3, 0.9, 0.25)",45,32,0.3,0.9,0.9,65.75807433128357,127.5535536289215,3.0904781259316767
pipeline_506,"(45, 32, 0.3, 1.0, 0.25)",45,32,0.3,1.0,1.0,65.19953954219818,127.5535536289215,3.0904781259316767
pipeline_507,"(65, 4, 0.1, 0.8, 0.25)",65,4,0.1,0.8,0.8,60.08190790017446,12.199162157376607,2.927480232754588
pipeline_508,"(65, 4, 0.1, 0.8, 0.5)",65,4,0.1,0.8,0.8,20.74109361569087,12.199162157376607,2.928818040727096
pipeline_509,"(65, 4, 0.1, 0.8, 0.75)",65,4,0.1,0.8,0.8,12.027762711048126,12.199162157376607,2.929344773662656
pipeline_510,"(65, 4, 0.1, 0.8, 1.0)",65,4,0.1,0.8,0.8,8.201877077420553,12.298686297734578,2.948617826550999
pipeline_511,"(65, 4, 0.1, 0.9, 0.25)",65,4,0.1,0.9,0.9,58.73911450306574,12.199162157376607,2.927480232754588
pipeline_512,"(65, 4, 0.1, 0.9, 0.5)",65,4,0.1,0.9,0.9,20.896271574497224,12.199162157376607,2.928818040727096
pipeline_513,"(65, 4, 0.1, 0.9, 0.75)",65,4,0.1,0.9,0.9,11.874727932612101,12.199162157376607,2.929344773662656
pipeline_514,"(65, 4, 0.1, 0.9, 1.0)",65,4,0.1,0.9,0.9,8.133275751272837,12.298686297734578,2.948617826550999
pipeline_515,"(65, 4, 0.1, 1.0, 0.25)",65,4,0.1,1.0,1.0,59.22180160284042,12.199162157376607,2.927480232754588
pipeline_516,"(65, 4, 0.1, 1.0, 0.5)",65,4,0.1,1.0,1.0,20.761056419213613,12.199162157376607,2.928818040727096
pipeline_517,"(65, 4, 0.1, 1.0, 0.75)",65,4,0.1,1.0,1.0,12.168278121948243,12.298686297734578,2.929344773662656
pipeline_518,"(65, 4, 0.1, 1.0, 1.0)",65,4,0.1,1.0,1.0,8.175423868497212,12.298686297734578,2.948617826550999
pipeline_519,"(65, 4, 0.3, 0.8, 0.25)",65,4,0.3,0.8,0.8,58.6146077076594,12.199162157376607,2.927480232754588
pipeline_520,"(65, 4, 0.3, 0.8, 0.5)",65,4,0.3,0.8,0.8,20.813443688551583,12.199162157376607,2.928818040727096
pipeline_521,"(65, 4, 0.3, 0.8, 0.75)",65,4,0.3,0.8,0.8,12.038832263151805,12.298686297734578,2.929344773662656
pipeline_522,"(65, 4, 0.3, 0.8, 1.0)",65,4,0.3,0.8,0.8,8.228031222025553,12.298686297734578,2.948617826550999
pipeline_523,"(65, 4, 0.3, 0.9, 0.25)",65,4,0.3,0.9,0.9,59.59052098989487,12.199162157376607,2.927480232754588
pipeline_524,"(65, 4, 0.3, 0.9, 0.5)",65,4,0.3,0.9,0.9,20.975828321774802,12.199162157376607,2.928818040727096
pipeline_525,"(65, 4, 0.3, 0.9, 0.75)",65,4,0.3,0.9,0.9,12.12956831852595,12.298686297734578,2.929344773662656
pipeline_526,"(65, 4, 0.3, 0.9, 1.0)",65,4,0.3,0.9,0.9,8.16524670124054,12.298686297734578,2.948617826550999
pipeline_527,"(65, 4, 0.3, 1.0, 0.25)",65,4,0.3,1.0,1.0,59.01999189853668,12.199162157376607,2.927480232754588
pipeline_528,"(65, 4, 0.3, 1.0, 0.5)",65,4,0.3,1.0,1.0,20.823025325934093,12.199162157376607,2.928818040727096
pipeline_529,"(65, 4, 0.3, 1.0, 0.75)",65,4,0.3,1.0,1.0,12.040109968185424,12.298686297734578,2.929344773662656
pipeline_530,"(65, 4, 0.3, 1.0, 1.0)",65,4,0.3,1.0,1.0,8.32440630197525,12.298686297734578,2.948617826550999
pipeline_531,"(65, 4, 0.5, 0.8, 0.25)",65,4,0.5,0.8,0.8,58.75108201901118,12.199162157376607,2.927480232754588
pipeline_532,"(65, 4, 0.5, 0.8, 0.5)",65,4,0.5,0.8,0.8,20.69082481066386,12.199162157376607,2.928818040727096
pipeline_533,"(65, 4, 0.5, 0.8, 0.75)",65,4,0.5,0.8,0.8,11.939760168393454,12.298686297734578,2.929344773662656
pipeline_534,"(65, 4, 0.5, 0.8, 1.0)",65,4,0.5,0.8,0.8,8.251519544919331,12.298686297734578,2.948617826550999
pipeline_535,"(65, 4, 0.5, 0.9, 0.25)",65,4,0.5,0.9,0.9,58.46788938442866,12.199162157376607,2.927480232754588
pipeline_536,"(65, 4, 0.5, 0.9, 0.5)",65,4,0.5,0.9,0.9,20.711416860421497,12.199162157376607,2.928818040727096
pipeline_537,"(65, 4, 0.5, 0.9, 0.75)",65,4,0.5,0.9,0.9,12.164267293612163,12.298686297734578,2.929344773662656
pipeline_538,"(65, 4, 0.5, 0.9, 1.0)",65,4,0.5,0.9,0.9,8.121925099690754,12.298686297734578,2.948617826550999
pipeline_539,"(65, 4, 0.5, 1.0, 0.25)",65,4,0.5,1.0,1.0,58.691540765762326,12.199162157376607,2.927480232754588
pipeline_540,"(65, 4, 0.5, 1.0, 0.5)",65,4,0.5,1.0,1.0,20.780560553073883,12.199162157376607,2.928818040727096
pipeline_541,"(65, 4, 0.5, 1.0, 0.75)",65,4,0.5,1.0,1.0,11.84099469979604,12.298686297734578,2.929344773662656
pipeline_542,"(65, 4, 0.5, 1.0, 1.0)",65,4,0.5,1.0,1.0,8.170208382606507,12.298686297734578,2.948617826550999
pipeline_543,"(65, 11, 0.1, 0.8, 0.25)",65,11,0.1,0.8,0.8,60.704796663920085,12.298686297734578,2.936716374948242
pipeline_544,"(65, 11, 0.1, 0.9, 0.25)",65,11,0.1,0.9,0.9,81.21163839499155,12.298686297734578,2.942395839929075
pipeline_545,"(65, 11, 0.1, 1.0, 0.25)",65,11,0.1,1.0,1.0,61.160961679617564,12.298686297734578,2.942395839929075
pipeline_546,"(65, 11, 0.3, 0.8, 0.25)",65,11,0.3,0.8,0.8,61.22420268456141,12.298686297734578,2.942395839929075
