Combination,Perplexity,Early_exaggeration,Initial_momentum,Final_momentum,Theta,tSNE_runtime_min,KL_divergence,trust_k30,trust_k300,stress
"(17.18487394957983, 6.117647058823529, 0.49327731092436977, 0.8218487394957984, 0.55)",17.18487394957983,6.117647058823529,0.4932773109243697,0.8218487394957984,0.55,2.6155996799468992,2.8901490100625207,0.5789933282057581,0.5562698237198442,0.6834149780010275
"(108.57142857142856, 10.352941176470587, 0.23781512605042018, 0.8739495798319328, 0.55)",108.57142857142856,10.352941176470589,0.2378151260504201,0.8739495798319328,0.55,3.443464469909668,2.18400410472327,0.5643127018940257,0.5709883928797855,0.9184684096395581
"(113.4453781512605, 19.529411764705884, 0.16386554621848742, 0.9596638655462185, 0.15)",113.4453781512605,19.529411764705884,0.1638655462184874,0.9596638655462184,0.15,17.576953752835593,2.540283963274028,0.5596579659293186,0.5632083926465494,0.5949321571634294
"(87.85714285714285, 14.823529411764707, 0.4126050420168067, 0.9831932773109244, 0.94)",87.85714285714285,14.823529411764708,0.4126050420168067,0.9831932773109244,0.94,1.9358516335487368,2.953382151963827,0.5478944902012853,0.5489063979787692,6.5715255618147435
"(84.2016806722689, 21.41176470588235, 0.44285714285714284, 0.8621848739495799, 0.42)",84.2016806722689,21.41176470588235,0.4428571428571428,0.8621848739495799,0.42,4.71739491224289,2.3011485078470475,0.5674591424172966,0.5701762715666963,0.900259228387042
"(7.436974789915967, 13.411764705882353, 0.4529411764705883, 0.8218487394957984, 0.5)",7.436974789915967,13.411764705882351,0.4529411764705883,0.8218487394957984,0.5,2.9301369468371075,3.126241606084969,0.5757692258159989,0.5506187742040218,0.5561812743338819
"(141.47058823529412, 14.588235294117647, 0.4159663865546219, 0.9647058823529412, 0.44)",141.47058823529412,14.588235294117649,0.4159663865546219,0.9647058823529412,0.44,4.593194568157196,2.619887513028635,0.5508302060731354,0.5562627448955093,1.0054169202291636
"(140.2521008403361, 12.235294117647058, 0.4764705882352941, 0.9714285714285714, 0.68)",140.2521008403361,12.235294117647058,0.4764705882352941,0.9714285714285714,0.68,2.9066865046819053,2.7066808318565343,0.5485374140540753,0.5507272102954082,2.0337372867319874
"(15.966386554621847, 16.941176470588236, 0.3453781512605042, 0.8268907563025211, 0.13)",15.966386554621849,16.941176470588236,0.3453781512605042,0.8268907563025211,0.13,19.17771959702174,2.937653500318273,0.577321129772336,0.5535233858910347,0.6048633131856154
"(120.7563025210084, 22.823529411764707, 0.48319327731092443, 0.934453781512605, 0.95)",120.7563025210084,22.823529411764707,0.4831932773109244,0.934453781512605,0.95,2.103807822863261,2.1601738882260992,0.5626612081267139,0.56854208686635,0.9243201327297433
"(20.84033613445378, 11.294117647058822, 0.22436974789915967, 0.9613445378151261, 0.42)",20.84033613445378,11.294117647058822,0.2243697478991596,0.961344537815126,0.42,4.141514547665914,3.0008873123792936,0.5718065201756831,0.5533617934591364,0.8806807666209558
"(87.85714285714285, 12.470588235294118, 0.4966386554621849, 0.8134453781512605, 0.26)",87.85714285714285,12.470588235294118,0.4966386554621849,0.8134453781512605,0.26,8.578192607561748,2.2953606656852354,0.5669346998711989,0.5705854152332369,0.8996080673839953
"(23.277310924369747, 24.941176470588236, 0.48655462184873954, 0.8991596638655462, 0.93)",23.277310924369747,24.94117647058824,0.4865546218487395,0.8991596638655462,0.93,1.6977957844734193,2.81524465069076,0.5780863896179005,0.5576305673947517,0.7964228337605099
"(26.932773109243694, 16.705882352941174, 0.4327731092436975, 0.8739495798319328, 0.92)",26.93277310924369,16.705882352941174,0.4327731092436975,0.8739495798319328,0.92,1.750254476070404,2.7579083823653416,0.5763513690438873,0.561036022267006,0.8173862844912348
"(114.66386554621847, 11.764705882352942, 0.15378151260504203, 0.8705882352941177, 0.76)",114.66386554621847,11.764705882352942,0.153781512605042,0.8705882352941177,0.76,2.471844895680745,2.1583848500621645,0.5633316081710238,0.5741701162089224,0.9275264493890988
"(80.54621848739495, 27.52941176470588, 0.15378151260504203, 0.8134453781512605, 0.61)",80.54621848739495,27.52941176470588,0.153781512605042,0.8134453781512605,0.61,2.958718784650167,2.33577326163325,0.5667433030181166,0.5663168580960574,0.9076721739092076
"(34.24369747899159, 16.0, 0.4327731092436975, 0.8873949579831933, 0.71)",34.24369747899159,16.0,0.4327731092436975,0.8873949579831933,0.71,2.2762149453163145,2.66636623799155,0.5764181111120739,0.5648069274800718,0.8162353405240644
"(57.39495798319327, 9.411764705882353, 0.2949579831932773, 0.9966386554621849, 0.66)",57.39495798319327,9.411764705882351,0.2949579831932773,0.9966386554621848,0.66,2.4613529801368714,3.6914667150877136,0.5439922117943403,0.5508959810656775,35.7403722882464
"(37.89915966386555, 5.411764705882353, 0.33865546218487397, 0.8184873949579833, 0.61)",37.89915966386555,5.411764705882353,0.3386554621848739,0.8184873949579833,0.61,2.609329704443614,2.618137417015028,0.5762292654740042,0.5654302280178288,0.8286409457945886
"(5.0, 31.764705882352942, 0.33193277310924374, 0.9680672268907563, 0.29)",5.0,31.764705882352946,0.3319327731092437,0.9680672268907564,0.29,6.531145445505778,3.3296409502524007,0.5692298419439388,0.5491498106438184,1.8634140792363252
"(14.747899159663865, 12.705882352941176, 0.2983193277310925, 0.9042016806722689, 0.39)",14.747899159663865,12.705882352941176,0.2983193277310925,0.9042016806722688,0.39,4.436346542835236,2.94909312788514,0.5766728996097912,0.5555213185313609,0.5975166775052849
"(41.554621848739494, 20.470588235294116, 0.2848739495798319, 0.9882352941176471, 0.52)",41.55462184873949,20.47058823529412,0.2848739495798319,0.9882352941176472,0.52,3.3897826433181764,3.231173029131967,0.5586284929057499,0.5475251492294049,11.248734990638374
"(9.873949579831933, 12.470588235294118, 0.4126050420168067, 0.8134453781512605, 0.31)",9.873949579831931,12.470588235294118,0.4126050420168067,0.8134453781512605,0.31,5.890967929363251,3.06020172012731,0.577716168495043,0.5527712074203115,0.5577688813764824
"(103.69747899159663, 6.823529411764706, 0.17394957983193277, 0.9378151260504202, 0.87)",103.69747899159664,6.823529411764706,0.1739495798319327,0.9378151260504202,0.87,2.13936265707016,2.239396838742934,0.5626847304106835,0.5647337685221332,0.9121417919630991
"(25.71428571428571, 4.0, 0.48319327731092443, 0.8773109243697479, 0.65)",25.71428571428571,4.0,0.4831932773109244,0.8773109243697479,0.65,2.1947903553644816,2.7565694095872555,0.5781277785621484,0.5623773275335309,0.775894891923663
"(115.88235294117646, 18.588235294117645, 0.44621848739495806, 0.880672268907563, 0.5)",115.88235294117646,18.588235294117645,0.446218487394958,0.880672268907563,0.5,3.9711748639742535,2.158455957617022,0.5622127270901622,0.568429124663358,0.9210122524229614
"(112.22689075630251, 28.235294117647058, 0.48991596638655466, 0.8, 0.91)",112.22689075630252,28.235294117647054,0.4899159663865546,0.8,0.91,2.184082849820455,2.1535930398007395,0.5606914689755367,0.5703284017242436,0.9326795754258572
"(75.67226890756302, 12.941176470588236, 0.4294117647058824, 0.8890756302521009, 0.87)",75.67226890756302,12.941176470588236,0.4294117647058824,0.8890756302521009,0.87,2.104033088684082,2.346754946580086,0.5679671767227794,0.5677104877539056,0.904713081345262
"(123.19327731092436, 17.176470588235293, 0.23445378151260507, 0.9882352941176471, 0.75)",123.19327731092436,17.176470588235293,0.234453781512605,0.9882352941176472,0.75,2.5315637429555258,3.1477102347613406,0.5427239779381745,0.5512155918650977,10.801783161377843
"(8.655462184873949, 5.176470588235294, 0.17058823529411765, 0.8420168067226891, 0.48)",8.655462184873949,5.176470588235294,0.1705882352941176,0.8420168067226891,0.48,3.078952972094218,3.0823827524946505,0.5767120295666384,0.5519225609019052,0.5603751595718379
"(37.89915966386555, 29.88235294117647, 0.11680672268907563, 0.9798319327731093, 0.66)",37.89915966386555,29.88235294117647,0.1168067226890756,0.9798319327731092,0.66,2.4866029262542724,3.073362108222094,0.5607582259949033,0.5449945367608662,4.681575658884054
"(33.02521008403361, 15.529411764705882, 0.26806722689075635, 0.9596638655462185, 0.4)",33.02521008403361,15.529411764705882,0.2680672268907563,0.9596638655462184,0.4,4.759253184000651,2.82286877924631,0.569821381308952,0.5564825749553011,0.6579043471334115
"(58.613445378151255, 6.823529411764706, 0.40588235294117647, 0.8957983193277311, 0.95)",58.613445378151255,6.823529411764706,0.4058823529411764,0.8957983193277311,0.95,1.766504720846812,2.461997579056751,0.5689847798685077,0.5629644816708881,0.8930160201394645
"(37.89915966386555, 29.88235294117647, 0.42268907563025215, 0.9142857142857144, 0.53)",37.89915966386555,29.88235294117647,0.4226890756302521,0.9142857142857144,0.53,3.497257876396179,2.63617334731174,0.5757630441826063,0.5647214387034447,0.8125255489852408
"(95.16806722689074, 28.0, 0.2983193277310925, 0.8756302521008403, 0.19)",95.16806722689074,28.0,0.2983193277310925,0.8756302521008403,0.19,13.315639793872831,2.2586001434343945,0.566990030111337,0.5710317124355337,0.9035472433264389
"(142.6890756302521, 18.823529411764707, 0.30840336134453783, 0.9210084033613446, 0.58)",142.6890756302521,18.823529411764707,0.3084033613445378,0.9210084033613446,0.58,3.5377981901168822,2.076382603288703,0.5618385452637634,0.572992010999855,0.9286614284492245
"(34.24369747899159, 7.764705882352941, 0.37899159663865545, 0.8403361344537815, 0.1)",34.24369747899159,7.764705882352941,0.3789915966386554,0.8403361344537815,0.1,25.358958037694297,2.6799066468315083,0.5752053474934601,0.5622651609985685,0.759758771794515
"(29.369747899159663, 24.941176470588236, 0.21764705882352942, 0.8890756302521009, 0.92)",29.369747899159663,24.94117647058824,0.2176470588235294,0.8890756302521009,0.92,1.797276755174001,2.725437506312506,0.5778969418550303,0.5617786999609237,0.8333309375638318
"(100.04201680672269, 10.117647058823529, 0.2647058823529412, 0.9932773109243698, 0.38)",100.04201680672269,10.117647058823527,0.2647058823529412,0.9932773109243698,0.38,5.243725454807281,3.401845026006307,0.5384379571047243,0.5534469555572462,23.093121152988367
"(139.03361344537814, 29.41176470588235, 0.22436974789915967, 0.9647058823529412, 0.14)",139.03361344537814,29.41176470588235,0.2243697478991596,0.9647058823529412,0.14,20.227022536595666,2.589970716771142,0.5534742760698037,0.5573793187397924,0.8774409315433513
"(135.37815126050418, 5.647058823529411, 0.30840336134453783, 0.8168067226890756, 0.73)",135.37815126050418,5.647058823529411,0.3084033613445378,0.8168067226890756,0.73,2.720986310640971,2.076645119253431,0.5599399560605203,0.5724939134838742,0.9357432001665378
"(43.99159663865546, 11.529411764705882, 0.26806722689075635, 0.8705882352941177, 0.5)",43.99159663865546,11.529411764705882,0.2680672268907563,0.8705882352941177,0.5,3.54678194920222,2.5725931420331314,0.5741141614350278,0.564674925517187,0.8320179657577979
"(120.7563025210084, 4.0, 0.3285714285714286, 0.9815126050420169, 1.0)",120.7563025210084,4.0,0.3285714285714286,0.9815126050420168,1.0,1.804251770178477,2.852370787257172,0.5488046460112714,0.5629930861808953,4.74594497307543
"(115.88235294117646, 17.411764705882355, 0.39915966386554624, 0.9680672268907563, 0.45)",115.88235294117646,17.411764705882355,0.3991596638655462,0.9680672268907564,0.45,4.459819908936819,2.6931924982779893,0.5547866675569415,0.5565851835521216,1.366400026135202
"(108.57142857142856, 6.352941176470589, 0.1504201680672269, 0.9613445378151261, 0.93)",108.57142857142856,6.352941176470589,0.1504201680672269,0.961344537815126,0.93,2.0519917408625283,2.327096012686182,0.557294007651946,0.5599741562640623,0.8461374342748581
"(114.66386554621847, 12.470588235294118, 0.2647058823529412, 0.838655462184874, 0.56)",114.66386554621847,12.470588235294118,0.2647058823529412,0.838655462184874,0.56,3.462162443002065,2.1513621471856084,0.5618295745556738,0.5699315449313462,0.9254342349575759
"(148.781512605042, 8.705882352941178, 0.17058823529411765, 0.8789915966386554, 0.67)",148.781512605042,8.705882352941178,0.1705882352941176,0.8789915966386554,0.67,2.986330493291219,2.0429585113759465,0.5586921971659697,0.5712849056125286,0.936554457945007
"(58.613445378151255, 16.0, 0.2647058823529412, 0.9764705882352941, 0.66)",58.613445378151255,16.0,0.2647058823529412,0.976470588235294,0.66,2.7003890832265216,2.917484900951737,0.5592915478430118,0.5510585338376415,3.0951296724183117
"(65.92436974789916, 8.235294117647058, 0.11344537815126052, 0.9361344537815126, 0.17)",65.92436974789916,8.235294117647058,0.1134453781512605,0.9361344537815126,0.17,13.92496131658554,2.4282581727030994,0.5715105180702851,0.5661442471502167,0.8581726156759669
"(7.436974789915967, 30.823529411764707, 0.23109243697478993, 0.9680672268907563, 0.25)",7.436974789915967,30.823529411764707,0.2310924369747899,0.9680672268907564,0.25,8.124376058578491,3.315055135496925,0.5706453530797646,0.5496498012958667,1.8872610468134694
"(95.16806722689074, 17.411764705882355, 0.18403361344537816, 0.9630252100840336, 0.72)",95.16806722689074,17.411764705882355,0.1840336134453781,0.9630252100840336,0.72,2.555606722831726,2.7222887007151826,0.5591540146552147,0.5551998868620185,0.5944807872896261
"(76.890756302521, 10.823529411764707, 0.38235294117647056, 0.8605042016806723, 0.29)",76.890756302521,10.823529411764708,0.3823529411764705,0.8605042016806723,0.29,7.417861131827037,2.352336831266633,0.5686164860886913,0.5690887266479374,0.8894281853624564
"(109.78991596638654, 13.647058823529411, 0.14369747899159666, 0.9294117647058824, 0.36)",109.78991596638654,13.647058823529411,0.1436974789915966,0.9294117647058824,0.36,5.756670928001404,2.207897668244266,0.5649013053909369,0.568324519418102,0.9071193613351318
"(96.38655462184873, 9.882352941176471, 0.26806722689075635, 0.9680672268907563, 0.13)",96.38655462184872,9.882352941176473,0.2680672268907563,0.9680672268907564,0.13,21.03947652975718,2.7535800997090973,0.554026096945151,0.5524666574482906,1.5357627662299045
"(43.99159663865546, 12.705882352941176, 0.11680672268907563, 0.8957983193277311, 0.97)",43.99159663865546,12.705882352941176,0.1168067226890756,0.8957983193277311,0.97,1.7180075526237488,2.583909791824277,0.571363065454058,0.5621520832882132,0.8786401535546782
"(86.63865546218487, 30.11764705882353, 0.27142857142857146, 0.9831932773109244, 0.97)",86.63865546218487,30.11764705882353,0.2714285714285714,0.9831932773109244,0.97,1.8876060406366983,2.922426316995997,0.5528140537015809,0.5528839625985676,6.396039022680217
"(30.588235294117645, 29.647058823529413, 0.22436974789915967, 0.9697478991596639, 0.24)",30.588235294117645,29.647058823529413,0.2243697478991596,0.969747899159664,0.24,9.406964945793153,3.1186262417550887,0.5607515292253946,0.5476924321759828,2.3531713803680963
"(17.18487394957983, 27.294117647058822, 0.4563025210084034, 0.8033613445378152, 0.64)",17.18487394957983,27.294117647058822,0.4563025210084034,0.8033613445378152,0.64,2.5190621574719745,2.9064790678134216,0.5790016682458851,0.5557006924333237,0.6989811083460912
"(19.621848739495796, 32.0, 0.39579831932773113, 0.9210084033613446, 0.92)",19.6218487394958,32.0,0.3957983193277311,0.9210084033613446,0.92,1.7273407260576883,2.8666869066252936,0.577402831175861,0.5580087525704553,0.7626151295182634
"(24.49579831932773, 20.941176470588236, 0.48991596638655466, 0.9394957983193277, 0.27)",24.49579831932773,20.94117647058824,0.4899159663865546,0.9394957983193276,0.27,7.784537919362386,2.8322658266546537,0.574443276326862,0.5587803026626113,0.6267683166650945
"(52.52100840336134, 24.941176470588236, 0.3890756302521009, 0.9798319327731093, 0.45)",52.52100840336134,24.94117647058824,0.3890756302521009,0.9798319327731092,0.45,4.194595738252004,3.003107771278212,0.5579479559612988,0.5512158351709926,4.291003432135994
"(45.21008403361344, 11.529411764705882, 0.4966386554621849, 0.8369747899159664, 0.39)",45.21008403361344,11.529411764705882,0.4966386554621849,0.8369747899159664,0.39,4.678249430656433,2.5682460620161027,0.5737641543077323,0.5632118058891356,0.8300669430974449
"(31.806722689075627, 7.529411764705882, 0.2277310924369748, 0.9815126050420169, 0.47)",31.806722689075627,7.529411764705882,0.2277310924369748,0.9815126050420168,0.47,3.322440977891286,3.3210401283708686,0.558616264199586,0.5542627679229388,5.67781185303632
"(119.5378151260504, 9.411764705882353, 0.126890756302521, 0.9983193277310924, 0.45)",119.5378151260504,9.411764705882351,0.126890756302521,0.9983193277310924,0.45,4.233751734097798,3.380071788383817,0.5403823472095576,0.5441093252019111,40.64378724560689
"(145.12605042016804, 7.764705882352941, 0.39579831932773113, 0.8739495798319328, 0.59)",145.12605042016804,7.764705882352941,0.3957983193277311,0.8739495798319328,0.59,3.410812803109487,2.051324805055144,0.5614859760478697,0.5726944418189965,0.9342032501773462
"(6.218487394957983, 5.176470588235294, 0.4529411764705883, 0.8050420168067227, 0.45)",6.218487394957983,5.176470588235294,0.4529411764705883,0.8050420168067227,0.45,3.3409662365913397,3.1579005950281704,0.5776419386039982,0.5519541144037496,0.5271416637472018
"(11.092436974789916, 31.52941176470588, 0.4126050420168067, 1.0, 0.94)",11.092436974789916,31.52941176470588,0.4126050420168067,1.0,0.94,1.4751943270365395,4.94437279657866,0.545232389081357,0.5423542916631264,54.27305510956995
"(125.63025210084032, 11.529411764705882, 0.20756302521008405, 0.8218487394957984, 0.56)",125.63025210084032,11.529411764705882,0.207563025210084,0.8218487394957984,0.56,3.426192220052083,2.1188917386854467,0.5621934536597515,0.5742066440797942,0.9305847578275752
"(70.7983193277311, 25.41176470588235, 0.2647058823529412, 0.8100840336134454, 0.26)",70.7983193277311,25.41176470588235,0.2647058823529412,0.8100840336134454,0.26,8.792106195290883,2.3807832318723303,0.5706171551540031,0.5706513351373954,0.8805195210593882
"(42.773109243697476, 26.352941176470587, 0.2277310924369748, 0.8756302521008403, 0.82)",42.77310924369748,26.352941176470587,0.2277310924369748,0.8756302521008403,0.82,2.2479909936587017,2.5719024276574487,0.5740839845166937,0.563681917748021,0.8579214548462478
"(79.32773109243696, 14.823529411764707, 0.26806722689075635, 0.9798319327731093, 0.51)",79.32773109243696,14.823529411764708,0.2680672268907563,0.9798319327731092,0.51,3.665229427814484,2.887902085546811,0.5547402631713525,0.5568277387971278,4.389372215473363
"(119.5378151260504, 4.9411764705882355, 0.3890756302521009, 0.9546218487394958, 0.29)",119.5378151260504,4.941176470588236,0.3890756302521009,0.9546218487394958,0.29,8.045100315411885,2.2315428836094213,0.562528129031403,0.5675748002176129,0.8678628904393308
"(135.37815126050418, 27.294117647058822, 0.32521008403361346, 0.8067226890756303, 0.93)",135.37815126050418,27.294117647058822,0.3252100840336134,0.8067226890756303,0.93,2.6559173703193664,2.06041629209213,0.5572639788862153,0.5717931799195632,0.9412871275205842
"(11.092436974789916, 8.235294117647058, 0.3285714285714286, 0.8033613445378152, 0.47)",11.092436974789916,8.235294117647058,0.3285714285714286,0.8033613445378152,0.47,3.959120694796245,3.023745470064197,0.575259973668933,0.5543650120792195,0.5955662618908224
"(123.19327731092436, 16.235294117647058, 0.4294117647058824, 0.9932773109243698, 0.36)",123.19327731092436,16.235294117647058,0.4294117647058824,0.9932773109243698,0.36,6.120405626296997,3.147882329477653,0.5409428220998151,0.5520750717894922,21.025779808857855
"(5.0, 4.9411764705882355, 0.4966386554621849, 0.8218487394957984, 0.75)",5.0,4.941176470588236,0.4966386554621849,0.8218487394957984,0.75,1.6881654342015584,3.2061683865213872,0.5753120934829334,0.5477611325496974,0.5623750210875258
"(14.747899159663865, 19.529411764705884, 0.42605042016806727, 0.9260504201680673, 0.2)",14.747899159663865,19.529411764705884,0.4260504201680672,0.9260504201680672,0.2,11.003879328568775,2.972690343242858,0.5763838185416041,0.5569366724586946,0.5655622099637612
"(24.49579831932773, 9.176470588235293, 0.38235294117647056, 0.9428571428571428, 0.21)",24.49579831932773,9.176470588235292,0.3823529411764705,0.9428571428571428,0.21,10.336206074555715,2.8036957652117263,0.5747227750477715,0.5608016618251681,0.6178434792425767
"(113.4453781512605, 11.764705882352942, 0.4495798319327732, 0.8100840336134454, 0.96)",113.4453781512605,11.764705882352942,0.4495798319327732,0.8100840336134454,0.96,2.0901498595873518,2.145694677520993,0.5580580849950805,0.5686114126087763,0.936275332374195
"(113.4453781512605, 14.352941176470589, 0.3420168067226891, 0.8420168067226891, 0.22)",113.4453781512605,14.352941176470589,0.3420168067226891,0.8420168067226891,0.22,10.700884489218394,2.1700493507825467,0.5650009019979023,0.5730778220124085,0.919345583488644
"(39.11764705882353, 21.647058823529413, 0.4294117647058824, 0.8857142857142858, 0.29)",39.11764705882353,21.647058823529413,0.4294117647058824,0.8857142857142858,0.29,7.301689354578654,2.633887936952324,0.5752510097568343,0.56328309111032,0.7947193203380022
"(53.739495798319325, 10.588235294117647, 0.24789915966386555, 0.907563025210084, 0.12)",53.739495798319325,10.588235294117649,0.2478991596638655,0.907563025210084,0.12,23.0231390953064,2.509752037749122,0.5712229864880408,0.5652393549135888,0.8410595913518156
"(81.76470588235293, 31.52941176470588, 0.19075630252100842, 0.9781512605042018, 0.7)",81.76470588235293,31.52941176470588,0.1907563025210084,0.9781512605042018,0.7,2.5545334021250405,2.90126459197713,0.552672474180756,0.5516392154162346,3.734064210964659
"(41.554621848739494, 23.058823529411764, 0.10336134453781513, 0.9294117647058824, 0.83)",41.55462184873949,23.058823529411764,0.1033613445378151,0.9294117647058824,0.83,2.0325785438219706,2.601426879853923,0.572425652623261,0.562676354920808,0.8486555182358225
"(42.773109243697476, 14.823529411764707, 0.17394957983193277, 0.9092436974789916, 0.71)",42.77310924369748,14.823529411764708,0.1739495798319327,0.9092436974789916,0.71,2.387069062391917,2.582382432608455,0.5738734705409931,0.5624825614053988,0.8462627962082967
"(108.57142857142856, 17.176470588235293, 0.35882352941176476, 0.9529411764705882, 0.24)",108.57142857142856,17.176470588235293,0.3588235294117647,0.9529411764705882,0.24,10.091491826375323,2.240306421652722,0.563382904310918,0.5651920709378105,0.8920584643559762
"(14.747899159663865, 21.176470588235293, 0.4596638655462185, 0.8268907563025211, 0.48)",14.747899159663865,21.176470588235293,0.4596638655462185,0.8268907563025211,0.48,3.5329010844230653,2.9465403172682105,0.5776441513786602,0.5555841723073688,0.6326865463161024
"(121.97478991596637, 16.705882352941174, 0.3285714285714286, 0.8773109243697479, 0.95)",121.97478991596635,16.705882352941174,0.3285714285714286,0.8773109243697479,0.95,2.145179446538289,2.122125841919125,0.5612268680182873,0.56969690386585,0.9329663310368682
"(112.22689075630251, 7.764705882352941, 0.2747899159663866, 0.8117647058823529, 0.77)",112.22689075630252,7.764705882352941,0.2747899159663866,0.8117647058823529,0.77,2.455631411075592,2.164220761218953,0.5626257942177331,0.5722613853146086,0.9285898054533586
"(113.4453781512605, 14.588235294117647, 0.14705882352941177, 0.9630252100840336, 0.95)",113.4453781512605,14.588235294117649,0.1470588235294117,0.9630252100840336,0.95,2.1234474420547484,2.3057534329161324,0.5600085792590093,0.5655799379999419,0.8722613843820435
"(36.68067226890756, 26.11764705882353, 0.48319327731092443, 0.8588235294117648, 0.96)",36.68067226890756,26.11764705882353,0.4831932773109244,0.8588235294117648,0.96,1.6913769165674846,2.634591536328804,0.575460564138609,0.5630478437792528,0.864842034836344
"(102.47899159663865, 30.588235294117645, 0.24789915966386555, 0.9596638655462185, 0.33)",102.47899159663864,30.588235294117645,0.2478991596638655,0.9596638655462184,0.33,6.343249491850535,2.599677802838178,0.5594418085627108,0.5580689892161659,0.5788499228365679
"(54.95798319327731, 5.882352941176471, 0.23109243697478993, 0.8403361344537815, 0.66)",54.95798319327731,5.882352941176471,0.2310924369747899,0.8403361344537815,0.66,2.373385767141978,2.485537628204769,0.5708189824940368,0.5658161296777474,0.87336209646168
"(81.76470588235293, 26.823529411764707, 0.2647058823529412, 0.9630252100840336, 0.31)",81.76470588235293,26.823529411764707,0.2647058823529412,0.9630252100840336,0.31,6.811412286758423,2.758980277406174,0.5582811701948903,0.5542521017064547,0.8720916321186823
"(12.310924369747898, 7.0588235294117645, 0.48991596638655466, 0.8100840336134454, 0.66)",12.310924369747898,7.0588235294117645,0.4899159663865546,0.8100840336134454,0.66,2.052680985132853,2.9860099831365776,0.5779737365530699,0.5528446055377265,0.6572963090017299
"(30.588235294117645, 20.0, 0.20756302521008405, 0.8588235294117648, 0.46)",30.588235294117645,20.0,0.207563025210084,0.8588235294117648,0.46,3.971346831321717,2.718937685248374,0.5766928050673628,0.5623080596928726,0.7719843013045712
"(93.94957983193277, 5.411764705882353, 0.17394957983193277, 0.9411764705882353, 0.27)",93.94957983193277,5.411764705882353,0.1739495798319327,0.9411764705882352,0.27,6.951271220048269,2.2961250241058178,0.566117759232651,0.5693645360185833,0.8860949348585158
"(39.11764705882353, 29.41176470588235, 0.3890756302521009, 0.8605042016806723, 0.82)",39.11764705882353,29.41176470588235,0.3890756302521009,0.8605042016806723,0.82,2.045841153462728,2.614094062947691,0.5737063095509327,0.5622258322222229,0.853025888027701
